caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes
1946-025,1946-025-01,1946-025-01-01,1946-025-01-01-01,12/23/1946,opinion of the court (orally argued),329 U.S. 379,67 S. Ct. 332,91 L. Ed. 359,1946 U.S. LEXIS 1585,1946,"Vinson 1 	June 24, 1946 - August 23, 1949",Vinson,53,UNITED STATES v. SHERIDAN,11/12/1946,,United States,,"person accused, indicted, or suspected of crime",,cert,,,no mention that a 3-judge ct heard case,Michigan Eastern U.S. District Court,27,"U.S. Court of Appeals, Sixth Circuit",,no mention that dissent occurred,putative conflict,reversed,liberal,no declaration of unconstitutionality,reversed and remanded,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,statutory construction of criminal laws: financial (other than in fraud or internal revenue),Criminal Procedure,conservative,dissent in opposite direction,statutory construction,,Infrequently litigated statutes,Infrequently litigated statutes,18 U.S.C. € 413,"WBRutledge 	Rutledge, Wiley ( 02/15/1943 - 09/10/1949 )","HLBlack 	Black, Hugo ( 08/19/1937 - 09/17/1971 )",first vote on issue/legal provision,7,2
1946-026,1946-026-01,1946-026-01-01,1946-026-01-01-01,1/6/1947,opinion of the court (orally argued),329 U.S. 394,67 S. Ct. 416,91 L. Ed. 374,1947 U.S. LEXIS 3019,1946,"Vinson 1 	June 24, 1946 - August 23, 1949",Vinson,70,EDWARD KATZINGER CO. v. CHICAGO METALLIC MANUFACTURING CO.,11/14/1946,,"inventor, patent assigner, trademark owner or holder",,"holder of a license or permit, or applicant therefor",,cert,,,no mention that a 3-judge ct heard case,Illinois Northern U.S. District Court,17,"U.S. Court of Appeals, Seventh Circuit",,no mention that dissent occurred,conflict between federal court and state court,affirmed,liberal,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,patents and copyrights: patent,Economic Activity,liberal,dissent in opposite direction,federal common law,,Other,Estoppel,,"HLBlack 	Black, Hugo ( 08/19/1937 - 09/17/1971 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,5,4
1946-027,1946-027-01,1946-027-01-01,1946-027-01-01-01,1/6/1947,opinion of the court (orally argued),329 U.S. 402,67 S. Ct. 421,91 L. Ed. 380,1947 U.S. LEXIS 3020,1946,"Vinson 1 	June 24, 1946 - August 23, 1949",Vinson,28,MACGREGOR v. WESTINGHOUSE ELECTRIC & MANUFACTURING CO.,12/12/1946,,"holder of a license or permit, or applicant therefor",,"inventor, patent assigner, trademark owner or holder",,rehearing or restored to calendar for reargument,,,no mention that a 3-judge ct heard case,State Trial Court,45,State Supreme Court,Pennsylvania,no mention that dissent occurred,conflict between federal court and state court,affirmed,conservative,no declaration of unconstitutionality,reversed and remanded,no unusual disposition specified,petitioning party received a favorable disposition,precedent altered,vote clearly specified,patents and copyrights: patent,Economic Activity,liberal,dissent in opposite direction,federal common law,,Other,Estoppel,,"HLBlack 	Black, Hugo ( 08/19/1937 - 09/17/1971 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,5,4
1946-028,1946-028-01,1946-028-01-01,1946-028-01-01-01,1/6/1947,opinion of the court (orally argued),329 U.S. 416,67 S. Ct. 444,91 L. Ed. 390,1947 U.S. LEXIS 2796,1946,"Vinson 1 	June 24, 1946 - August 23, 1949",Vinson,75,"INTERNATIONAL HARVESTER CO. v. EVATT, TAX COMMISSIONER",12/12/1946,,"state or local governmental taxpayer, or executor of the estate of",Ohio,"governmental official, or an official of an agency established under an interstate compact",Ohio,appeal,State Agency,Ohio,no mention that a 3-judge ct heard case,State Supreme Court,41,State Supreme Court,Ohio,no mention that dissent occurred,case did not arise on cert or cert not granted,affirmed,liberal,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,state or local government tax,Economic Activity,liberal,dissent in opposite direction,judicial review (state level),,Constitutional Amendment,Fourteenth Amendment (due process),,"HLBlack 	Black, Hugo ( 08/19/1937 - 09/17/1971 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,9,0
1946-029,1946-029-01,1946-029-01-01,1946-029-01-01-01,1/6/1947,opinion of the court (orally argued),329 U.S. 424,67 S. Ct. 435,91 L. Ed. 396,1947 U.S. LEXIS 2902,1946,"Vinson 1 	June 24, 1946 - August 23, 1949",Vinson,61,"UNITED STATES ET AL. v. SEATRAIN LINES, INC.",12/9/1946,,United States,,"water transportation, stevedore",,appeal,Interstate Commerce Commission,,3-judge district ct heard case,Delaware U.S. District Court,9,Delaware U.S. District Court,Delaware,no mention that dissent occurred,case did not arise on cert or cert not granted,vacated,conservative,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,federal and some few state regulations of transportation regulation: boat,Economic Activity,conservative,dissent in opposite direction,statutory construction,"interpretation of administrative regulation or rule, or executive order",Federal Statute,"Interstate Commerce, as amended",,"HLBlack 	Black, Hugo ( 08/19/1937 - 09/17/1971 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,9,0
1946-030,1946-030-01,1946-030-01-01,1946-030-01-01-01,1/6/1947,opinion of the court (orally argued),329 U.S. 433,67 S. Ct. 439,91 L. Ed. 402,1947 U.S. LEXIS 2797,1946,"Vinson 1 	June 24, 1946 - August 23, 1949",Vinson,79,"STEELE v. GENERAL MILLS, INC.",11/18/1946,,"trucking company, or motor carrier",,"shipper, including importer and exporter",,cert,State Agency,Texas,no mention that a 3-judge ct heard case,Texas Northern U.S. District Court,51,"U.S. Court of Appeals, Fifth Circuit",,dissent in ct whose dec the sct reviewed,to resolve important or significant question,reversed,conservative,no declaration of unconstitutionality,reversed,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,"state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)",Economic Activity,liberal,dissent in opposite direction,diversity jurisdiction,,,,,"HLBlack 	Black, Hugo ( 08/19/1937 - 09/17/1971 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,9,0
1946-031,1946-031-01,1946-031-01-01,1946-031-01-01-01,1/6/1947,opinion of the court (orally argued),329 U.S. 441,67 S. Ct. 411,91 L. Ed. 408,1947 U.S. LEXIS 2883,1946,"Vinson 1 	June 24, 1946 - August 23, 1949",Vinson,66,BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM ET AL. v. AGNEW ET AL.,12/10/1946,,Federal Reserve Board of Governors,,"broker, stock exchange, investment or securities firm",,cert,Federal Reserve Board of Governors,,no mention that a 3-judge ct heard case,District Of Columbia U.S. District Court,10,"U.S. Court of Appeals, District of Columbia Circuit (includes the Court of Appeals for the District of Columbia but not the District of Columbia Court of Appeals, which has local jurisdiction)",,dissent in ct whose dec the sct reviewed,no reason given,reversed,conservative,no declaration of unconstitutionality,reversed,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,federal or state regulation of securities,Economic Activity,liberal,dissent in opposite direction,statutory construction,"interpretation of administrative regulation or rule, or executive order",Infrequently litigated statutes,Infrequently litigated statutes,12 U.S.C. € 77,"WODouglas 	Douglas, William ( 04/17/1939 - 11/12/1975 )","HLBlack 	Black, Hugo ( 08/19/1937 - 09/17/1971 )",first vote on issue/legal provision,9,0
1946-032,1946-032-01,1946-032-01-01,1946-032-01-01-01,1/13/1947,opinion of the court (orally argued),329 U.S. 452,67 S. Ct. 401,91 L. Ed. 416,1947 U.S. LEXIS 2776,1946,"Vinson 1 	June 24, 1946 - August 23, 1949",Vinson,88,"JESIONOWSKI, ADMINISTRATRIX, v. BOSTON & MAINE RAILROAD",12/16/1946,,"employee, or job applicant, including beneficiaries of",,railroad,,cert,,,no mention that a 3-judge ct heard case,Massachusetts U.S. District Court,26,"U.S. Court of Appeals, First Circuit",,no mention that dissent occurred,no reason given,reversed,conservative,no declaration of unconstitutionality,reversed,no unusual disposition specified,petitioning party received a favorable disposition,no determinable alteration of precedent,vote clearly specified,sufficiency of evidence: typically in the context of a jury's determination of compensation for injury or death,Economic Activity,liberal,dissent in opposite direction,statutory construction,,Court Rules,"Federal Rules of Civil Procedure, including Appellate Procedure, or relevant rules of a circuit court Judicial Code, and admiralty rules",,"HLBlack 	Black, Hugo ( 08/19/1937 - 09/17/1971 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,6,3
1946-033,1946-033-01,1946-033-01-01,1946-033-01-01-01,1/13/1947,judgment of the Court (orally argued),329 U.S. 459,67 S. Ct. 374,91 L. Ed. 422,1947 U.S. LEXIS 2777,1946,"Vinson 1 	June 24, 1946 - August 23, 1949",Vinson,142,"LOUISIANA EX REL. FRANCIS v. RESWEBER, SHERIFF, ET AL.",11/18/1946,,person convicted of crime,,State,Louisiana,cert,,,no mention that a 3-judge ct heard case,State Trial Court,22,State Supreme Court,Louisiana,no mention that dissent occurred,to resolve question presented,petition denied or appeal dismissed,conservative,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,"cruel and unusual punishment, death penalty (cf. extra legal jury influence, death penalty)",Criminal Procedure,conservative,dissent in opposite direction,judicial review (state level),,Constitutional Amendment,Fourteenth Amendment (equal protection),,"SFReed 	Reed, Stanley ( 01/31/1938 - 02/25/1957 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,5,4
1946-034,1946-034-01,1946-034-01-01,1946-034-01-01-01,1/13/1947,opinion of the court (orally argued),329 U.S. 482,67 S. Ct. 428,91 L. Ed. 436,1947 U.S. LEXIS 2965,1946,"Vinson 1 	June 24, 1946 - August 23, 1949",Vinson,87,"ANDERSON, RECEIVER, v. YUNGKAU, EXECUTOR, ET AL.",12/19/1946,,"heir, or beneficiary, or person so claiming to be",,"stockholder, shareholder, or bondholder",,cert,,,no mention that a 3-judge ct heard case,Kentucky Eastern U.S. District Court,21,"U.S. Court of Appeals, Sixth Circuit",,dissent in ct whose dec the sct reviewed,to resolve important or significant question,affirmed,conservative,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,"Federal Rules of Civil Procedure including Supreme Court Rules, application of the Federal Rules of Evidence, Federal Rules of Appellate Procedure in civil litigation, Circuit Court Rules, and state rules and admiralty rules",Judicial Power,conservative,dissent in opposite direction,statutory construction,,Court Rules,"Federal Rules of Civil Procedure, including Appellate Procedure, or relevant rules of a circuit court Judicial Code, and admiralty rules",,"WODouglas 	Douglas, William ( 04/17/1939 - 11/12/1975 )","HLBlack 	Black, Hugo ( 08/19/1937 - 09/17/1971 )",first vote on issue/legal provision,5,2
1946-035,1946-035-01,1946-035-01-01,1946-035-01-01-01,1/13/1947,opinion of the court (orally argued),329 U.S. 495,67 S. Ct. 385,91 L. Ed. 451,1947 U.S. LEXIS 2966,1946,"Vinson 1 	June 24, 1946 - August 23, 1949",Vinson,47,"HICKMAN, ADMINISTRATOR, v. TAYLOR ET AL., TRADING AS TAYLOR & ANDERSON TOWING & LIGHTERAGE CO., ET AL.",11/13/1946,,"employee, or job applicant, including beneficiaries of",,"water transportation, stevedore",,cert,,,no mention that a 3-judge ct heard case,Pennsylvania Eastern U.S. District Court,45,"U.S. Court of Appeals, Third Circuit",,no mention that dissent occurred,federal court conflict and to resolve important or significant question,reversed,conservative,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,Freedom of Information Act and related federal or state statutes or regulations,Privacy,conservative,dissent in opposite direction,statutory construction,,Court Rules,"Federal Rules of Civil Procedure, including Appellate Procedure, or relevant rules of a circuit court Judicial Code, and admiralty rules",,"FMurphy 	Murphy, Francis ( 02/05/1940 - 07/19/1949 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,9,0
1946-036,1946-036-01,1946-036-01-01,1946-036-01-01-01,1/13/1947,opinion of the court (orally argued),329 U.S. 520,67 S. Ct. 405,91 L. Ed. 471,1947 U.S. LEXIS 2967,1946,"Vinson 1 	June 24, 1946 - August 23, 1949",Vinson,63,ORDER OF RAILWAY CONDUCTORS OF AMERICA ET AL. v. SWAN ET AL.,12/10/1946,,"union, labor organization, or official of",,National Railroad Adjustment Board,,cert,National Railroad Adjustment Board,,no mention that a 3-judge ct heard case,Illinois Northern U.S. District Court,17,"U.S. Court of Appeals, Seventh Circuit",,no mention that dissent occurred,to resolve important or significant question,affirmed,liberal,no declaration of unconstitutionality,affirmed (includes modified),no unusual disposition specified,no favorable disposition for petitioning party apparent,no determinable alteration of precedent,vote clearly specified,judicial administration: jurisdiction or authority of federal district courts or territorial courts,Judicial Power,liberal,dissent in opposite direction,statutory construction,"interpretation of administrative regulation or rule, or executive order",Federal Statute,Railway Labor,,"FMurphy 	Murphy, Francis ( 02/05/1940 - 07/19/1949 )","FMVinson 	Vinson, Fred ( 06/24/1946 - 09/08/1953 )",first vote on issue/legal provision,8,1
